id,decimallongitude,decimallatitude,date_year,depth,sst
948422c2-b91e-441e-97dc-389e43a7fece,34.6952,25.4176,2006.0,6.55,26.03
abdc3664-5511-45e1-a456-a01cb8b556dc,34.4962,28.479,2004.0,4.25,24.83
aa0e9440-2064-440d-87be-898b362a13b5,34.4962,28.479,2004.0,5.8,24.83
d65d2712-ed08-45fd-8972-5dfea22b3cee,34.3578,27.9159,2006.0,10.0,25.79
954c86b7-23fc-437d-bebe-45b2adcdb828,33.8879,27.2674,2011.0,7.0,25.42
8b09fd9a-1d54-4fbb-b974-0f9c3e4a2e8a,34.8612,25.3111,2004.0,18.4,26.1
70041ff5-c575-4f3d-9e7c-f5a192184380,34.5197,28.4991,2011.0,7.0,24.81
71c62121-a74a-47b2-87bd-8b76f8197ff7,117.492,-8.26578,2000.0,10.5,28.66
8141b007-c0db-4715-9a04-f616ab7a8d19,34.9404,24.9645,2004.0,14.7,26.26
5b62b2ef-38a2-43d0-a5df-43d745268abb,34.9404,24.9645,2004.0,9.35,26.26
e8ce6281-6648-41da-9cbe-2e3ac2b1365c,34.5197,28.4991,2012.0,6.0,24.81
f01097cc-335d-4c04-baa1-80588c375fb3,109.313,12.1714,2011.0,9.3,27.29
9b95cf5c-6d32-40bb-a8d8-ba3d57e188f8,34.5197,28.4991,2011.0,5.0,24.81
1af33126-da02-4ff2-836f-392b69c9ca56,34.5197,28.4991,2012.0,9.0,24.81
972b47c5-5ded-4995-b2af-abfbe94958aa,34.5197,28.4991,2012.0,4.5,24.81
09aed680-851f-4713-b704-bd78c0276612,34.5208,28.5548,2012.0,9.15,24.75
b9d7f662-77ae-4014-8f31-0a69fd6c234f,116.029,-8.33546,2012.0,9.0,28.61
22f9860a-82b4-4f90-bb1d-b4fb7d63e2ac,116.049,-8.35197,2012.0,9.0,28.61
e401cf76-568f-44f8-85fe-f1c9e004c42f,33.9841,27.1631,2011.0,3.0,25.6
41f1a00d-a88e-4d81-a5ea-1b0fb91511c2,33.9535,27.1399,2011.0,15.0,25.6
6cd7760d-3aac-4023-a4f4-3ff900c3a54f,34.5127,28.4773,2004.0,8.0,24.81
e5f98707-5ac5-44f8-aea3-a2f34e364719,34.4587,28.4374,2004.0,12.0,24.83
803f84a8-e954-474d-93cf-c375299f1c8b,33.9208,27.8133,2013.0,12.2,25.23
cf6b5881-5ddb-4fca-b762-9be49c075feb,34.973,29.43,2013.0,12.5,24.34
98c3f5fd-1f6d-4333-a0ea-dd72b9f96f7d,118.835,9.95412,2013.0,11.0,28.89
8ff243f0-b73b-47f8-a938-9f11a913bd22,72.8028,3.48326,2006.0,9.25,29.03
74c751a4-dc5d-4db9-9f8a-4e5d7cc116a6,34.3578,27.9159,2011.0,6.0,25.79
0e11d560-9706-4dc4-8ec6-622a9b0e5593,34.4285,27.9735,2012.0,9.05,25.68
ddbfc44f-ae4c-4220-987b-8415df995462,124.75,1.61667,2012.0,9.0,29.19
bf6f4e30-4c9a-4a95-8cd4-92ac0e8a9754,124.766,1.60757,2012.0,9.45,29.19
bc6881c2-2929-44b8-ab44-6a97add18b30,34.2611,27.792,2009.0,9.0,25.67
2c95377f-7ce0-4021-b826-14ae55e75be5,118.692,4.20363,2012.0,5.0,29.15
e09d86d8-af93-4ef6-849a-f49905839307,34.5127,28.4773,2012.0,12.5,24.81
f8f44bc5-0147-4733-bce0-0c3e4981875c,116.072,-8.36212,2014.0,11.15,28.61
cf49f0a1-4d2a-4aa5-822a-4cdcbda4b6b2,118.632,4.1944,2014.0,14.5,29.15
9e5615ff-3cad-4f29-b17c-9644fc74efd9,34.3481,27.9082,2014.0,8.0,25.79
b722ad92-1311-4fb0-b630-ead428db7645,115.22,-8.73361,2012.0,3.7,27.7
136eca64-052c-4b7d-ae76-b9b01b070bcb,124.765,1.60122,2014.0,7.5,29.19
c16eedaa-47b8-43dc-9964-90ad5f07c28f,124.768,1.59622,2014.0,11.0,29.19
52e3fc43-1eed-422f-a0da-92ddc932e855,34.3588,27.9154,2000.0,10.0,25.79
2246914b-39ec-44b5-a533-0e9b63205b98,34.4714,28.0059,2000.0,11.5,25.43
6582538a-e817-4c6a-98d0-5e7eb0f52d0b,34.4603,27.9906,2000.0,10.0,25.68
44ed68cf-dbc1-46a7-a0b4-7e55d4a2a31b,34.3139,27.8472,2000.0,7.5,25.61
98418945-10cd-44f0-8d1d-dd73aeb74d64,116.029,5.9934,2014.0,9.8,29.21
f4bb1d78-12db-4e7c-a664-bb52991f8f9f,116.002,6.02684,2014.0,9.4,29.2
cebd5bea-ea23-4c1a-a4f8-afaa6adc88ef,72.9736,4.10201,2007.0,12.95,28.99
498f08dd-0ce5-4051-a456-89caf58b915f,34.3277,27.9095,2000.0,7.5,25.61
8e2740e2-c161-4293-b1b7-ed8a02c8c87b,34.3277,27.9095,2000.0,7.0,25.61
bf1a5f3d-8fd3-4c08-84b0-a6171128330e,120.038,11.9463,2014.0,12.0,28.81
a8752dbd-6718-46d1-be71-fa27d5b5b784,120.016,11.9785,2014.0,4.0,28.81
3ec58d2e-f7e8-466b-95f4-7555da91ba33,34.3387,27.9128,2000.0,6.0,25.79
c1d532de-e87b-462c-811a-0c9dee53488a,57.5332,-20.0352,2001.0,12.2,25.94
39da207c-fa04-4a44-8303-f63a62aca2fb,34.9688,29.4439,2014.0,7.0,24.34
cc609195-75e8-469c-97d7-3a1cb235fb9a,34.2625,27.7921,2004.0,10.0,25.67
d2ba13f0-05db-414f-8d6f-9c0308ce810e,34.9694,29.4423,2014.0,10.0,24.34
64b17ccc-84c9-4800-ad2c-d7b9980c5cc6,56.351,25.6031,2004.0,7.15,28.36
0889aa73-128a-4b89-9d06-1b6eb2741340,72.862,4.09117,2007.0,9.6,28.99
e62ba579-df22-4f25-b144-d364bd4f9f4d,34.3358,27.9153,2012.0,5.0,25.79
45181891-483c-460c-b9f2-d63276201301,98.3751,7.59967,2011.0,9.55,29.35
65067dd5-5dd2-43c5-aee0-60ac1af307b9,34.5197,28.4991,2014.0,15.0,24.81
de05306f-bc7b-4f3d-890f-4396495b098c,34.3358,27.9153,2012.0,5.75,25.79
5022796d-ac9f-41ea-833a-b2b7f38fee1d,34.3358,27.9153,2012.0,5.0,25.79
faedd18b-e71c-4b6b-8cf1-dc7be7d9fd29,34.2458,27.74,2012.0,9.0,25.62
4a45ed75-52d1-42ba-ba59-00977d58c948,34.3588,27.9154,2012.0,7.15,25.79
925fd7fe-d5a1-4857-8560-cb44aa62224d,39.3364,-5.84439,2001.0,12.5,27.4
9910833f-0f73-4636-9496-b6ab7ef235b0,113.72,4.2674,2013.0,7.0,29.12
3f28c939-910f-4dac-92df-ad845871b104,113.742,4.22905,2013.0,7.15,29.12
c1e68d22-62fc-4c1b-88b3-a08ad4ab5b3c,123.683,9.51246,2013.0,10.5,28.52
4f79a593-66f4-4bf6-bae2-0e64c46d2196,123.799,9.59869,2013.0,9.0,28.52
b2e26920-242c-489f-bb23-720c2506d137,114.13,-21.8729,2006.0,3.5,25.39
08ab6713-15a2-4161-b290-1bf2930d35e6,73.45,5.55,2001.0,6.0,28.88
99f3d0c5-9e89-4756-a507-167f126d9686,30.8025,26.8206,2013.0,6.55,
d91b893c-ddd0-4ee5-a2b2-bf32d912445b,33.8579,27.2316,2013.0,15.0,25.52
27d2cdd1-9d19-4de6-880b-28d03880514d,177.167,-17.85,2009.0,6.45,27.83
1f411a04-cdc9-4035-9978-4145f8351b7f,113.826,-7.69433,2013.0,2.2,29.05
5f641102-9f25-437b-9205-0c93a19c0b11,33.9849,26.8251,2012.0,10.0,25.65
908c689b-4712-446f-a076-9d89e1ff5d52,33.9789,27.1586,2013.0,15.0,25.6
242b5ee8-7875-4d1d-b468-466efd6d332a,33.8835,27.1412,2013.0,6.0,25.59
2d28110a-184a-4899-b34a-9990c382332b,145.986,-16.9326,2013.0,4.6,26.15
eb45c25b-07ba-4a64-be85-0d1c5434a2be,116.032,-8.33498,2012.0,6.0,28.61
b636f6d6-29da-4c85-bab8-fb232d645815,33.8482,27.2107,2006.0,9.5,25.52
fd236d1d-4eca-4702-b343-ec1f0b81303d,72.7053,6.40979,2000.0,10.0,28.94
f405fe60-6b38-45a9-b511-f6149c610c6a,72.7053,6.40979,2000.0,12.5,28.94
3fcfac2e-25e0-452a-b46f-bd033f3886d8,127.739,26.3597,2013.0,5.33401066802135,25.08
d8ee79a3-8585-453e-9b22-29fc305e599f,33.8567,27.0905,2004.0,6.5,25.59
8c5d30ca-4223-46ca-bb0b-4066ba65af9c,34.9717,29.4551,2013.0,15.0,24.34
84d7b23b-cf8e-49b5-9b3c-364e39ec27f0,125.242,1.49678,2013.0,13.1,28.89
dc1c9a53-4f5e-4b1e-b0fb-9d1f862b9a85,34.5197,28.4991,2012.0,9.0,24.81
5d67721e-0bcb-471e-b77b-90c7c3b7bd1d,33.8116,27.2579,2013.0,4.85,25.37
6b17eb76-b093-4048-a1d0-af3eed5487f1,34.6952,25.4176,2012.0,6.0,26.03
cfddf3c2-cf99-4679-a560-28ad3f067b7e,34.6952,25.4176,2012.0,5.5,26.03
ff916d71-9938-4e31-975c-9b14f19afd6a,33.8257,27.3047,2013.0,21.8,25.37
fa0b3a0b-8224-4558-b158-4e4d8df886d1,33.8977,27.2256,2013.0,9.65,25.52
6696da9e-18a8-43a6-94cf-e8e6ccc4c6e8,33.8977,27.2256,2013.0,6.0,25.52
9f144902-ddbe-4064-8a00-ae5e0654e817,153.629,-28.6114,2013.0,9.0,23.31
56c0f7ca-4812-409f-aa82-ceca399d5574,34.5187,28.4989,2013.0,5.95,24.81
5cc310c9-1abd-4d79-bc53-2c83331aa740,119.372,11.064,2013.0,8.55,28.78
3efbdc94-da57-488b-8019-f767879236c2,33.8257,27.3047,2013.0,7.6,25.37
efa4a72e-74e1-4246-8031-bd7569b534b5,98.3307,7.98431,2013.0,9.65,
e70ef877-24cb-4799-830d-20e809ba4861,115.514,-8.52967,2013.0,11.45,28.15
d7571ac8-0532-4d66-ba6a-52d68c00d554,32.691,-27.535,2013.0,14.0,24.67
27d97f86-9c29-47f5-adc4-5a2a7da1348d,119.315,11.1505,2013.0,6.4,28.8
a62dee4d-3f5d-4ec5-b768-fe3768380f74,146.268,-16.7296,2012.0,9.0,26.56
1746489b-d3b2-40a8-bbe2-fd1698a704c0,121.774,12.8797,2013.0,6.0,28.42
b71c9d23-2008-450e-aae0-fcc75c7a2da8,120.253,14.7679,2013.0,9.0,
fe60364a-80fe-4e41-b083-020e413c7c40,102.743,5.88084,2013.0,8.1,29.32
fb98d661-ab8f-41c2-9413-afe745e09289,39.7511,-3.99784,1987.0,4.5,27.21
725ac9f0-b1bd-4b9f-b8e8-63418dff322a,178.094,-18.3754,2010.0,8.99161798323595,27.17
6c8e48c6-b2fc-41c1-8e16-5ffa2e9e3f79,98.767,7.657,2010.0,9.0,29.44
1f4e3d60-e028-4996-aa84-cd42d68727b4,98.0983,9.33932,2013.0,12.8016256032512,29.05
5e9ba7db-b34c-4adf-9cf7-3a5fe44fe203,92.9767,12.0071,2013.0,12.8,28.87
ff3fddb4-5dcb-403d-9c00-71f566de0003,33.9515,27.1675,2012.0,6.0,25.58
9b1720f1-5cfa-4234-9a76-0f1a8e1f803f,79.9367,11.9033,2014.0,9.0,28.56
e39ef182-d7f9-40de-bdd0-a163b4f5b514,34.3277,27.9078,2014.0,10.5,25.61
1224c53b-1eee-4114-bf23-af1e8417e1e9,34.4199,27.9633,2012.0,8.3,25.68
3e4d20a7-caba-428b-b2b5-bca658c39e54,34.3524,27.9149,2014.0,6.5,25.79
9a95b1a9-1d13-4e8f-a5ac-34b4b24e5789,115.731,-32.2739,2012.0,7.0,20.41
3286a1e6-5c1a-4a75-a04b-9dee10c1568b,117.82083,-19.75333,1988.0,51.5,26.85
4c4e3f75-4598-4aeb-b3b6-9a5978a82328,117.92,-20.005,1988.0,37.0,26.67
94e3306e-dcc9-4402-9dd7-1299415219b2,34.8814,25.2282,2014.0,8.3,26.14
806a73a4-f7d0-4ae3-a2f6-55bfbe6626d2,34.1894,26.2778,2013.0,10.0,25.69
04b1a78b-35fe-4d91-bc44-6d54240d225e,56.3659,25.4819,2004.0,5.65,28.46
5c283087-0cb2-4cba-893e-451420ddf60b,117.2525,-19.72583,1988.0,65.0,27.0
267ff63c-2bdd-4b8e-9068-34d9a073f211,102.659,5.87559,2013.0,9.0,29.35
a8bf9a9f-7a46-43e3-8cb8-d810cb7b4bf7,34.9688,29.5447,2014.0,7.5,24.33
0831049c-44c7-44bd-9735-9620d21e9e53,34.9115,29.4977,2014.0,11.0,24.34
31720dc6-7b1a-4321-b8a4-96cf24b8b657,124.0,10.282,2014.0,9.0,28.82
097070c0-3230-4700-b36b-3219c0d11a44,114.191,-21.8166,2014.0,6.6,25.48
55fa3c8c-ec44-4f6a-9c89-33af2518d4bf,114.191,-21.8166,2014.0,6.25,25.48
4a1a2090-5dc5-4c43-a639-0caacbcbd82b,125.242,1.45699,2014.0,11.5,28.89
705aff89-4a3e-460f-94ef-57cd4c15e51c,72.7832,3.99921,2014.0,14.25,29.0
53977b2f-128d-47a6-a471-dc8b95693af4,72.7663,3.98627,2014.0,5.05,29.0
c53eeb96-1f7b-4217-8cc2-955b6845e744,34.0381,28.1056,2012.0,8.0,
40a74df0-c178-41ba-9f59-6dc9c7b36f0c,151.273,-33.9177,2014.0,3.0,20.43
9b6a22e5-d944-434a-982a-a5dd42395a8c,33.9208,27.8133,2013.0,9.3,25.23
ed0d0f7f-9b8d-4f6a-8b0f-7c05d5db6fec,34.2458,27.74,2012.0,9.0,25.62
bbcadfdf-f7f0-4d7e-80cc-161c78fc3c59,95.2828,5.86016,2014.0,9.0,29.28
d2445839-2df4-4939-b8d5-869727e96195,34.3088,27.8473,2014.0,9.0,25.61
b333cfbd-5b28-424f-b011-4929cf9a4658,33.8833,27.7833,2014.0,8.0,25.02
0ab277bd-9584-447e-b9ff-e0369fc75e45,34.3312,27.9031,2001.0,9.1,25.61
50ea5a4f-c26f-4116-b8fc-e3f5f367d85d,34.3344,27.874,2001.0,9.65,25.79
8e9df3b5-0146-41ef-8353-5a6b05136a56,34.3232,27.871,2001.0,8.35,25.61
18276bc3-e16e-46f9-bc27-b58ed991a409,114.189,-21.818,1989.0,3.901447802895605,25.48
e3025a1c-9642-4c7f-b62b-2eeb7e254a11,118.629,4.24895,2011.0,6.5,29.15
909ff53a-0270-4d9b-80b2-cfb04b5e5a93,98.8956,7.42953,2014.0,10.0,29.48
